web-scraper-order,web-scraper-start-url,category-link,category-link-href,subcategory-sneakers,subcategory-sneakers-href,product-sneakers-link,product-sneakers-link-href,product_sneakers_name,product_sneakers_price,product_sneakers_description,product_sneakers_image-src,product_sneakers_style,,,
1720489339-43,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Retro White Black Panda (GS)Lowest AskCA$91,https://stockx.com/nike-dunk-low-retro-white-black-gs,Nike Dunk Low RetroWhite Black Panda (GS),91.00,"The Nike Dunk Low Retro White Black (GS) silhouette comes in a stark black and white colorway and is made from premium leather materials throughout. Additionally, white Nike lettering complements the rear ankle support of the silhouette while the Nike Air text along with the customary company Swoosh logo adorns the tongue. In keeping with the color scheme, a white midsole resting atop a black outsole rounds out the look of this Dunk Low Retro shoe. 




The Nike Dunk Low Retro White Black (GS) released in March of 2021 and retailed for $85.",https://images.stockx.com/360/Nike-Dunk-Low-Retro-White-Black-GS/Images/Nike-Dunk-Low-Retro-White-Black-GS/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635187072&h=384&q=60,CW1590-100,,,
1720489342-44,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Cacao Wow (Women's)Lowest AskCA$116,https://stockx.com/nike-dunk-low-cacao-wow-womens,Nike Dunk LowCacao Wow (Women's),116.00,"Nike did it again on July 28, 2023, when they dropped the Dunk Low in the enticing Cacao Wow colorway. This shoe is a surefire hit for those who crave unique kicks.




Crafted with buttery smooth leather, the upper sports a cool Cacao Wow finish, delivering a potent mix of style and comfort. This Dunk Low uses a light, creamy hue for contrast, adding just the right amount of pop.The Cacao Wow Dunk Low is set to turn heads and start conversations




This Nike Dunk in the Cacao Wow colorway was released on July 28, 2023, coming in at a retail price of $110.",https://images.stockx.com/360/Nike-Dunk-Low-Cacao-Wow-Womens/Images/Nike-Dunk-Low-Cacao-Wow-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1686774325&h=384&q=60,DD1503-124,,,
1720489344-45,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Michigan State (2021/2024)Lowest AskCA$132,https://stockx.com/nike-dunk-low-varsity-green,Nike Dunk LowMichigan State (2021/2024),132.00,"The Nike Dunk Low Michigan State (2021/2024) is composed of white leather uppers with Varsity Green leather overlays and Swoosh logos. From there, woven retro Nike logo tongue labels and heel embroidery nod to original Dunks from 1985.




The Nike Dunk Low Michigan State (2021/2024) released in June of 2021 and retailed for $100. The Nike Dunk Low Michigan State (2021/2024) released again in May of 2024 and retailed for $115.",https://images.stockx.com/360/Nike-Dunk-Low-Team-Green/Images/Nike-Dunk-Low-Team-Green/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1646078709&h=384&q=60,DD1391-101,,,
1720489347-46,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air Max 180 Ultramarine (2024)Lowest AskCA$132,https://stockx.com/nike-air-max-180-ultramarine-2024,Nike Air Max 180Ultramarine (2024),132.00,"The Nike Air Max 180 Ultramarine (2024) is a stunning reissue of the classic 1991 design by Tinker Hatfield. This sneaker features a white neoprene upper with suede overlays, highlighted by vibrant ultramarine blue and solar red accents. The signature exposed Air unit adds a futuristic touch, making this sneaker both a fashion statement and a functional piece of footwear. The bold color scheme and high-quality materials ensure that this sneaker stands out in any crowd. 

 Since its introduction, the Air Max 180 has been celebrated for its revolutionary 180-degree Air unit, providing maximum comfort and cushioning. The Ultramarine colorway, one of the most iconic in the Air Max lineup, is known for its eye-catching design and vibrant colors. The 2024 re-release faithfully replicates the original, offering the same striking visuals and superior comfort. 

 Priced at $150, the Nike Air Max 180 Ultramarine (2024) was released on May 24, 2024. This sneaker is not just a piece of athletic footwear but a piece of cultural history. The Ultramarine colorway brings a fresh yet nostalgic vibe, making it a must-have for sneaker collectors and fashion enthusiasts alike. Don’t miss your chance to own this timeless classic and experience the perfect blend of style, comfort, and heritage.",https://images.stockx.com/360/Nike-Air-Max-180-Ultramarine-2024/Images/Nike-Air-Max-180-Ultramarine-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1715278693&h=384&q=60,FJ9259-100,,,
1720489349-47,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Retro Premium PhillyLowest AskCA$339,https://stockx.com/nike-dunk-low-retro-premium-philly,Nike Dunk Low Retro PremiumPhilly,339.00,,https://images.stockx.com/360/Nike-Dunk-Low-Retro-Premium-Philly/Images/Nike-Dunk-Low-Retro-Premium-Philly/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718047323&h=384&q=60,,,,
1720489352-48,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air Force 1 Low '07 BlackLowest AskCA$118,https://stockx.com/nike-air-force-1-07-black-black,Nike Air Force 1 Low '07Black,118.00,"The all-black Air Force 1 Low is a timeless classic in Nike's catalog of heritage sneakers.




The Nike Air Force 1 Low '07 Black features a triple black smooth leather upper with a matching Air sole and laces. Subtle Nike Air embroidery on the heel tab nods to the history of the AF-1 line. A metallic lace tag and woven tongue label complete the design.




The Nike Air Force 1 Low '07 retails for $115.",https://images.stockx.com/360/Nike-Air-Force-1-07-Black-Black/Images/Nike-Air-Force-1-07-Black-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635182912&h=384&q=60,315122-001/CW2288-001,,,
1720489354-49,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air VaporMax Plus Triple BlackLowest AskCA$218,https://stockx.com/nike-air-vapormax-plus-triple-black,Nike Air VaporMax PlusTriple Black,218.00,"The Nike VaporMax Plus Triple Black is a combination of the Air Max Plus series, which was released in 1998, and the VaporMax series.




The Nike VaporMax Plus Triple Black has an upper construction of neoprene, true to the iconic look of the Nike Air Max Plus. The length of the Air Max sole extends through the entire sneaker. The tongue displays the Air Vapor Max Plus branding, and the VM logo is seen on the heel. The VM logo provides contrast through its yellow, white, and red colors. The heel is reminiscent of the Tuned Air Logo from 1998. Short white stripes run through the upper part of the Nike VaporMax complete the design. 




The Nike Air VaporMax Plus Triple Black released in January of 2018 and retailed for $190.",https://images.stockx.com/360/Nike-Air-VaporMax-Plus-Triple-Black/Images/Nike-Air-VaporMax-Plus-Triple-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1700684746&h=384&q=60,924453-004,,,
1720489357-50,https://stockx.com/collectibles,Designer,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Hot Step 2 Drake NOCTA WhiteLowest AskCA$234,https://stockx.com/nike-hot-step-2-drake-nocta-white,Nike Hot Step 2Drake NOCTA White,234.00,"The Nike Hot Step 2 Drake NOCTA White is an updated version of Nike’s Hot Step, which features a primarily white upper with metallic chrome accents.




The upper is made of a smooth synthetic leather material, forming ripples along the side panels. Textile webbing locks the laces in place and creates a snug fit for the cushioned tongue. In addition, the heel boasts cushioning, which contributes to the sneaker’s slightly bulky silhouette. Other features include NOCTA’s signature sockliner, which displays NOCTA branding embossed into metallic chrome synthetic leather. The Nike branding details, such as the small Swoosh logos on the side panel and the toe box, are discreet.




Our experts like the University Gold details on the G-Tek rubber outsole. They add splashes of color and break up the white colorway. The Nike Hot Step 2 Drake NOCTA White was released on May 9, 2024, and retailed for $200.",https://images.stockx.com/360/Nike-Hot-Step-2-Drake-NOCTA-White/Images/Nike-Hot-Step-2-Drake-NOCTA-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1716218500&h=384&q=60,DZ7293-100,,,
1720489360-51,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike SB Dunk Low Rayssa LealLowest AskCA$244,https://stockx.com/nike-sb-dunk-low-rayssa-leal,Nike SB Dunk LowRayssa Leal,244.00,"The Nike SB Dunk Low Rayssa Leal is a vibrant homage to the Brazilian skateboarding sensation, showcasing a color palette that reflects her youthful energy and spirited personality. Pure platinum, deep royal blue, vivid purple, and white converge with gum yellow accents to create a sneaker that's as dynamic and captivating as Rayssa Leal herself. This edition of the SB Dunk Low is designed for those who live their life on and off the skate ramps with passion and style.

Rayssa Leal, famously known as the ""fairy skateboarder"" for her viral skating in a fairy costume, has become a symbol of joy and resilience in the skateboarding world. The sneaker mirrors her journey, featuring premium materials and intricate design details that embody the essence of skate culture while paying tribute to her achievements. The Nike SB Dunk Low Rayssa Leal combines functionality with flair, ensuring that it stands out in any crowd, much like Leal's awe-inspiring performances on the global stage.

Released on March 20, 2024, for $125, the Nike SB Dunk Low Rayssa Leal quickly became a sought-after piece among both sneakerheads and skateboarding enthusiasts. Its release celebrates the legacy of the Nike SB Dunk's history in skate culture, intertwined with Rayssa Leal's inspiring story. This sneaker is a nod to the boundless potential and vibrant spirit of one of skateboarding's brightest stars.",https://images.stockx.com/360/Nike-SB-Dunk-Low-Rayssa-Leal/Images/Nike-SB-Dunk-Low-Rayssa-Leal/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1710170555&h=384&q=60,FZ5251-001,,,
1720489362-52,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Kobe 6 Protro Italian Camo (2024)Lowest AskCA$402,https://stockx.com/nike-kobe-6-protro-italian-camo-2024,Nike Kobe 6 ProtroItalian Camo (2024),402.00,"Introducing the Nike Kobe 6 Protro Italian Camo 2024, a sleek rendition of the classic Kobe 6, set to captivate with its unique camouflage pattern inspired by Kobe Bryant's early years in Italy. The colorway, a sophisticated blend of black, crimson bog, and khaki, is a stylish nod to Kobe's formative experiences and his enduring legacy. Tailored for those who admire the subtleties of design and the stories behind them, this sneaker combines the essence of Kobe's history with cutting-edge footwear technology.

The Kobe 6 Protro isn't just about its standout Italian Camo aesthetic; it's a powerhouse of sneaker tech. The shoe is engineered with advanced performance features like Zoom Air cushioning for responsive comfort, a Cushlon midsole for lightweight support, and a durable outsole that pays homage to Kobe's multidirectional playing style. The sneaker's unique texture mimics a snake's skin, reflecting Kobe's ""Black Mamba"" persona, while the innovative tech ensures these shoes stand up to the demands of both performance and everyday wear.

On April 13, 2024, the Nike Kobe 6 Protro Italian Camo dropped at a retail price of $190. This release offers a piece of basketball royalty's origin story, wrapped in modern performance and timeless design. Embrace the spirit of Kobe's legacy and add a touch of Italian finesse to your sneaker collection with this 2024 re-release. It's a sneaker that celebrates history, innovation, and the endless pursuit of greatness, perfect for those who walk the path less traveled.",https://images.stockx.com/360/Nike-Kobe-6-Protro-Italian-Camo-2024/Images/Nike-Kobe-6-Protro-Italian-Camo-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1712589494&h=384&q=60,FQ3546-001,,,
1720489365-53,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air Force 1 Low Cactus Plant Flea Market White (2024)Lowest AskCA$373,https://stockx.com/nike-air-force-1-low-cactus-plant-flea-market-white-2024,Nike Air Force 1 LowCactus Plant Flea Market White (2024),373.00,"The Nike Air Force 1 Low Cactus Plant Flea Market White (2024) is one of Cactus Plant Flea Market (CPFM)’s distinctive reinterpretations of the classic Air Force 1 Low. It features an all-white construction with quirky detailing that blends Nike and CPFM’s house codes.




Although the sneaker boasts a white-on-white color scheme, the colorway actually includes white and Light Bone, which is slightly warmer. The upper is crafted from smooth and texturized leather, creating a subtle contrast. The right shoe features ""AIR"" in bubble letters on the outer side panel, while ""SUNSHINE"" wraps around both sides of the left shoe. The signature Swoosh logo can be found behind the bubble lettering and over the leather overlays. Nike branding decorates the heel tab and the tongue’s logo tag.




Our experts like light padding around the collar, which bulks up the shoe’s silhouette. The Nike Air Force 1 Low Cactus Plant Flea Market White (2024) was released on May 7, 2024, and retailed at $150.",https://images.stockx.com/360/Nike-Air-Force-1-Low-Cactus-Plant-Flea-Market-White-2024/Images/Nike-Air-Force-1-Low-Cactus-Plant-Flea-Market-White-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1715796979&h=384&q=60,FQ7069-100,,,
1720489367-54,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike P-6000 Metallic SilverLowest AskCA$143,https://stockx.com/nike-p-6000-metallic-silver,Nike P-6000Metallic Silver,143.00,"The Nike P-6000 Metallic Silver takes its inspiration from the Air Pegasus of 2006 and reimagines it with space-age details to give this sneaker a futuristic look.




The Metallic Silver Nike P-6000 features an upper base crafted from breathable metallic fabric. Both vertical and horizontal overlays are constructed of chrome synthetic leather course across the upper, making it glisten. A silver side-panel Nike swoosh is outlined in black embroidery that connects with the black foxing and black Nike branding on the tongue tag and heel tab. The white laces match the tongue, sock liner, and insole with P-6000 branding in black. A miniature black Nike swoosh adorns the toe box.




One of our favorite aspects of this sneaker is the comfortable and dependable sole unit. Cushioning white foam in the midsole works with a durable black outsole that provides traction for everyday wear. The Nike P-6000 Metallic Silver was released on October 6, 2023, for $120 retail.",https://images.stockx.com/360/Nike-P-6000-Metallic-Silver/Images/Nike-P-6000-Metallic-Silver/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1707146696&h=384&q=60,CN0149-001,,,
1720489372-55,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Kobe 8 Protro MambacitaLowest AskCA$387,https://stockx.com/nike-kobe-8-protro-mambacita,Nike Kobe 8 ProtroMambacita,387.00,"Unveil the Nike Kobe 8 Protro ""Mambacita,"" a  sneaker that beautifully encapsulates the spirit  of Kobe Bryant's beloved daughter, Gianna 'Gigi' Bryant. This sneaker is a heartfelt homage, merging innovative design with profound meaning. The white, metallic gold, and black colorway are elegantly adorned with butterflies across the upper.

Crafted with precision, the Nike Kobe 8 Protro ""Mambacita"" incorporates advanced basketball technology, ensuring that every step and jump is supported by superior comfort and control. This model features a lightweight construction and responsive cushioning, which are integral to the Protro series, aiming to offer enhanced performance on the court. Additionally, the sneaker highlights Gigi's name & jersey number '2', prominently displayed on the back of the heel clip, symbolizing her continuing legacy within the basketball community and beyond.

Launched on Gigi’s birthday May 1, 2024, and priced at $190, these sneakers are a symbol of legacy and inspiration. The release of the Nike Kobe 8 Protro ""Mambacita"" was a  significant sneaker moment, celebrating Gigi’s life and her impact. Embrace this exclusive release, which comes complete with special packaging, echoing the exceptional quality and sentiment of the Mamba & Mambacita legacy.",https://images.stockx.com/360/Nike-Kobe-8-Protro-Mambacita/Images/Nike-Kobe-8-Protro-Mambacita/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1715278626&h=384&q=60,FV6325-100,,,
1720489374-56,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Genesis Low RTFKT Void (Edition of 11394)Lowest AskCA$660,https://stockx.com/nike-dunk-genesis-low-rtfkt-void,Nike Dunk Genesis LowRTFKT Void (Edition of 11394),660.00,,https://images.stockx.com/360/Nike-Dunk-Genesis-Low-RTFKT-Void/Images/Nike-Dunk-Genesis-Low-RTFKT-Void/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1719339493&h=384&q=60,,,,
1720489377-57,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's)Lowest AskCA$246,https://stockx.com/nike-zoom-vomero-5-photon-dust-metallic-silver-w,Nike Zoom Vomero 5Photon Dust Metallic Silver (Women's),246.00,"The Nike Zoom Vomero 5 Photon Dust Metallic Silver (W) comes in a Photon Dust, Chrome, Gridiron, and Sail color palette.




The Photon Dust Metallic Silver Nike Zoom Vomero 5 (W) features an upper made from breathable fabric, allowing for breathability and comfort. The shoe features Nike's Zoom Air cushioning technology, which provides responsive, energy-returning cushioning. The shoe also features a cushioned and supportive midsole made of soft foam. The sneaker has a TPU heel clip that provides stability and reduces the risk of slipping. The shoe's durable rubber outsole has a waffle pattern for traction. The shoe features a Nike Swoosh on the lateral sides, a ""NIKE VOMERO 5"" inscription on the tongue, and a small Swoosh on the heel.




The women’s rendition of the Nike Zoom Vomero 5 Photon Dust Metallic Silver (W) was released on March 1, 2023, and initially retailed for $160.",https://images.stockx.com/360/Nike-Zoom-Vomero-5-Photon-Dust-Metallic-Silver-W/Images/Nike-Zoom-Vomero-5-Photon-Dust-Metallic-Silver-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1680679417&h=384&q=60,FD0884-025,,,
1720489379-58,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike P-6000 Premium Triple BlackLowest AskCA$120,https://stockx.com/nike-p-6000-premium-triple-black,Nike P-6000 PremiumTriple Black,120.00,"From the outsole to the lining, the Nike P-6000 Premium Triple Black applies an all-black colorway to the P-6000 Premium.




The ""Triple Black"" version finds inspiration in the technical running shoes from the 2000s decade and includes elements from various Pegasus models. The upper is made of airy mesh with a combination of synthetic and textile overlays. Lines in Tonal Black cross the upper and create the illusion of movement across the shoe. Cushioning in the midsole gives the shoe a slightly bulky appearance while protecting against impact stress. Branding details include Swooshes on the side panels, the heel tab, the outsole, and the toebox.




Something our StockX experts appreciate is the reflective detailing on the laces. It subtly breaks up the shoe’s all-black aesthetic, but only in the dark. The Nike P-6000 Premium Triple Black was released on September 25th, 2023, and retailed at $120.",https://images.stockx.com/360/Nike-P-6000-Premium-Triple-Black/Images/Nike-P-6000-Premium-Triple-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1705602147&h=384&q=60,FQ8732-010,,,
1720489382-59,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Polar BlueLowest AskCA$129,https://stockx.com/nike-dunk-low-polar-blue,Nike Dunk LowPolar Blue,129.00,"The Nike Dunk Low in Polar Blue is a unique and crisp colorway of the Dunk Low shoes traditionally worn on the basketball court since the mid-1980s. This shoe has seen technological updates since its debut, resulting in this comfortable and visually striking iteration, and has also become an iconic streetwear shoe.




This iteration of the Nike Dunk Low is constructed with leather uppers and a rubber outsole. The base is white rubber, and Polar Blue overlays line the perforated toebox, the heel, the laces, and the midsole. The Nike Swoosh also appears in Polar Blue on the midsole. The tongue is padded for comfort, and white Nike branding is also visible on the heel. 




Our StockX experts believe the standout feature of this sneaker is the Polar Blue overlays on the white leather base. The color makes the shoe appear crisp and clean, allowing for both sports wear and casual wear. The Nike Dunk Low in Polar Blue was released on October 14th, 2023, at a retail price of $115.",https://images.stockx.com/360/Nike-Dunk-Low-Polar-Blue/Images/Nike-Dunk-Low-Polar-Blue/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1694715998&h=384&q=60,DV0833-400,,,
1720489385-60,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike SB Dunk Low City of Love Light BoneLowest AskCA$173,https://stockx.com/nike-sb-dunk-low-city-of-love-light-bone,Nike SB Dunk LowCity of Love Light Bone,173.00,"The Nike SB Dunk Low City Of Love Light Bone is a masterpiece of design that captures the essence of Paris, the City of Love, in every stitch and shade. Adorned in a harmonious blend of coconut milk, light bone, phantom, university red, and sail, this sneaker reflects the city’s renowned architecture, elegance, and vibrant culture. Crafted for those who appreciate the subtleties of storytelling through design, this edition brings a piece of Parisian spirit to the world of skateboarding and streetwear.

Drawing inspiration from the limestone facades and the romantic allure that pervades Paris’s streets, the sneaker’s colorway is a nod to both the city’s historic charm and its modern vibrancy. The use of university red accents evokes the passion and love that the city symbolizes, while the detailed construction and choice of materials showcase Nike’s dedication to quality and innovation. It’s a celebration of Parisian creativity, designed for those who navigate the urban landscape with ease and elegance.

Released on February 9, 2024, for $125, the Nike SB Dunk Low City Of Love Light Bone became an instant icon among sneaker enthusiasts and Francophiles alike.",https://images.stockx.com/360/Nike-SB-Dunk-Low-City-Of-Love-Light-Bone/Images/Nike-SB-Dunk-Low-City-Of-Love-Light-Bone/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1708086409&h=384&q=60,FZ5654-100,,,
1720489387-61,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Retro White Black Panda (Women's)Lowest AskCA$113,https://stockx.com/nike-dunk-low-white-black-2021-w,Nike Dunk Low RetroWhite Black Panda (Women's),113.00,"The Nike Dunk Low White Black 2021 women’s sneaker features a white and black leather upper with perforations on the toe box.  The base of the upper starts with white leather, and black leather wraps around it in an even pattern. A black Nike Swoosh logo adorns either side of the upper and wraps around the ankle to complete the design. 




The Nike Dunk Low White Black 2021 women’s sneaker released in March of 2021 and retailed for $100.




To shop all Nike Dunks, click here.",https://images.stockx.com/360/Nike-Dunk-Low-White-Black-2021-W/Images/Nike-Dunk-Low-White-Black-2021-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635341330&h=384&q=60,DD1503-101,,,
1720489390-62,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike SB Dunk Low Premium City of StyleLowest AskCA$153,https://stockx.com/nike-sb-dunk-low-premium-pastoral-print,Nike SB Dunk Low PremiumCity of Style,153.00,"The Nike SB Dunk Low Premium City of Style is a low-top version of the basketball shoe that showcases scenes of nature in its design.




This version of the Nike SB Dunk Low Premium has an upper made of high-quality leather. The background is a light gray color with the illustrations outlined in khaki, Flat Gold, and light brown. On the upper you’ll find illustrations of clouds, trees, and graffitied walls containing ""SB"" branding. The leather overlays and the Nike Swoosh on both sides also contain these illustrations but are outlined in a Flat Gold color to make them stand out. Nike branding can be found stitched in gold on the back of the heel, and a brown/gold Nike SB patch can be found on the tongue. The white sole is patterned for traction.




What we like most about this shoe is the subtle SB branding that appears in the illustrations and is integrated into the overall design. The Nike SB Dunk Low Premium City of Style was released on April 10, 2024, for a price of $125.",https://images.stockx.com/360/Nike-SB-Dunk-Low-Premium-Pastoral-Print/Images/Nike-SB-Dunk-Low-Premium-Pastoral-Print/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1712243745&h=384&q=60,FN5880-001,,,
1720489392-63,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Dunk Low Medium Curry (2021/2024)Lowest AskCA$126,https://stockx.com/nike-dunk-low-medium-curry,Nike Dunk LowMedium Curry (2021/2024),126.00,"Nike added a luxe twist to the Dunk Low with the Nike Dunk Low Medium Curry. The Curry colorway first made its way onto the Nike Dunk Low in 1999 as part of the Nike CO.JP (Concept Japan) collection. Since then, there have been multiple Curry Dunk releases in Nike’s catalog, including the 2003 Nike Dunk High Premium Curry, 2010 Nike Dunk Low VNTG Dark Curry, and now, the Nike Dunk Low Medium Curry.




The upper of the Nike Dunk Low Medium Curry is composed of Sail hairy suede with Medium Curry overlays and a Bone-colored Swoosh. Nike branding is present on its traditional woven tongue tag and Medium Curry heel patch. A Sail nylon tongue, Sail midsole, and Medium Curry outsole complete this retro design.




The Nike Dunk Low Medium Curry released in March of 2021 and retailed for $110. The Nike Dunk Low Medium Curry shock dropped again in May of 2024 and retailed for $125.",https://images.stockx.com/360/Nike-Dunk-Low-Medium-Curry/Images/Nike-Dunk-Low-Medium-Curry/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635342084&h=384&q=60,DD1390-100,,,
1720489395-64,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Zoom Vomero 5 Metallic Gold (Women's)Lowest AskCA$226,https://stockx.com/nike-zoom-vomero-5-metallic-gold-womens,Nike Zoom Vomero 5Metallic Gold (Women's),226.00,"The Nike Zoom Vomero 5 Metallic Gold (Women’s) is a modern running shoe with a geometric design with metallic accents.




This version of the Nike Zoom Vomero 5 comes with a white mesh upper for breathability. The mesh is overlaid by both real and synthetic leather in different shades of white and gold. A matte metallic gold lines the toebox and heel, while shiny metallic gold runs up to the laces and midsole. The midsole features plastic gold caging for extra support. On top of this caging, you’ll find the Nike Swoosh in shiny gold. The Swoosh appears again on the heel, and the tongue contains a Nike Vomero 5 patch. The shoe is complete with Zoom Air cushioning and a rubber sole for traction.




What stands out about this shoe is the plastic gold caging added on the sides for extra support. The Nike Zoom Vomero 5 Metallic Gold (Women’s) was released on March 20, 2024, for a price of $160.",https://images.stockx.com/360/Nike-Zoom-Vomero-5-Metallic-Gold-Womens/Images/Nike-Zoom-Vomero-5-Metallic-Gold-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1712776922&h=384&q=60,HF7723-001,,,
1720489397-65,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air Force 1 Low Linen (2016/2024)Lowest AskCA$144,https://stockx.com/nike-air-force-1-low-linen-2016-2024,Nike Air Force 1 LowLinen (2016/2024),144.00,"The Nike Air Force 1 Low Linen is a special edition sneaker that was released exclusively for the Japan market back in 2001 and then re-released in 2016 to celebrate the opening of Kith's Miami store. They were re-released on a wider scale in 2024.




The shoe features a light brown (linen) colorway with atmosphere pink and true white accents. Atmosphere pink is seen on the Swoosh and outsole while true white appears on the laces and midsole. The shoe maintains the Air Force 1 signature design with the stitching around the midsole and placement of panels on the upper and sides.




What we love about the Nike Air Force 1 Low Linen (2016/2024) is the thick sole unit which incorporates Air units to deliver responsive cushioning across the whole underfoot. This helps to improve comfort especially when wearing the shoes for an extended period. The shoes were released for a retail price of $120 on December 1st, 2016. The Nike Air Force 1 Low Linen (2016/2024) was re-released for a retail price of $135 on June 13th, 2024.",https://images.stockx.com/360/Nike-Air-Force-1-Low-Linen-Kith-Exclusive/Images/Nike-Air-Force-1-Low-Linen-Kith-Exclusive/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718289057&h=384&q=60,845053-201,,,
1720489400-66,https://stockx.com/collectibles,Sneakers,https://stockx.com/accessories,Nike,https://stockx.com/nike,Nike Air Force 1 Low Supreme BlackLowest AskCA$245,https://stockx.com/nike-air-force-1-low-supreme-box-logo-black,Nike Air Force 1 LowSupreme Black,245.00,"Supreme and Nike paid homage to an NYC classic with the release of the Nike Air Force 1 Low Supreme Black, now available on StockX. This collaboration adds Supreme’s world-renowned Box Logo to the side of a traditional all-black Air Force 1 design.




This Air Force 1 Low is comprised of an all-black leather upper with matching soles and detailing. A red Supreme Box Logo placed on the outside heel completes the design. These sneakers released in March of 2020 and retailed for $118.",https://images.stockx.com/360/Nike-Air-Force-1-Low-Supreme-Box-Logo-Black/Images/Nike-Air-Force-1-Low-Supreme-Box-Logo-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635277631&h=384&q=60,CU9225-001,,,
